nl	en	fr	de	references	usage	description
wegeringplank	ceiling plank 	vaigre	Wegerplanke 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wiel	truck (for gun cariage)	roue	Rad	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Wiel	Wheel	Roue	Rad	ABR		
Wiel	Wheel	Roue	Wagenrad	ABR		
Wielnaaf	Hub	Moyeu	Radnabe	Willy Tegel		
Wierde	Terp	Tertre	Warft	ABR		
Wig	Boaster	Coin	Keil	ABR/Haslinghuis		
Wig	Wedge	Coin	Keil	ABR/Haslinghuis		
Wig	Boaster	Coin	Splint	ABR/Haslinghuis		
Wig	Wedge	Coin	Splint	ABR/Haslinghuis		
windas	winch 	treuil	Winde	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Windlat	Counter brace	Écharpe	Schwertlatte	Haslinghuis		
Windlat	Passing brace	Écharpe	Schwertlatte	Haslinghuis		
Windlat	Counter brace	Écharpe	Sturmlatte	Haslinghuis		
Windlat	Passing brace	Écharpe	Sturmlatte	Haslinghuis		
Windlat	Counter brace	Écharpe	Windlatte	Haslinghuis		
Windlat	Passing brace	Écharpe	Windlatte	Haslinghuis		
Windlat	Counter brace	Écharpe	Windrispe	Haslinghuis		
Windlat	Passing brace	Écharpe	Windrispe	Haslinghuis		
Windmolen	Windmill	Moulin à vent	Windmühle	AAT		
Windschoor	Windbrace	Contrefiche	Kopfstrebe	AAT/Haslinghuis		
Windschoor	Windbrace	Contreventement	Kopfstrebe	AAT/Haslinghuis		
Windschoor	Windbrace	Contrefiche	Windrispe	AAT/Haslinghuis		
Windschoor	Windbrace	Contreventement	Windrispe	AAT/Haslinghuis		
woeling	mast woolding	rousture mâts	Mastenwulinge	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Woning	Dwelling	Demeure	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	Dwelling	Domicile	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	Dwelling	habitation	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	House	Demeure	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	House	Domicile	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	House	habitation	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	Residence	Demeure	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	Residence	Domicile	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woning	Residence	habitation	Wohnung	AAT/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woonhuis	Dwelling	Maison d'habitation	Wohnhaus	AAT/KICH/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woonhuis	Dwelling	Maison d'habitation	Wohnhaus	AAT/KICH/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Woonhuis	House	Maison d'habitation	Wohnhaus	AAT/KICH/Haslinghuis	Huis	Use for buildings or portions of a building designed exclusively for human residential occupancy, but not including hotels or other buildings intended for use by transients. For the locale which constitutes the center of an individual's domestic life, affectional relationships, and interests, together with the feeling of comfort and satisfaction that it conveys, use home. For the collective concept referring to types of living arrangements of a particular group, use housing.; Individual dwellings designed to be occupied by a single tenant or family
Worm	Roof plate	Filière	Pfette	Haslinghuis		
Worm	Roof plate	panne	Pfette	Haslinghuis		
Worm	Roof plate	Filière	Stuhlrähm	Haslinghuis		
Worm	Roof plate	panne	Stuhlrähm	Haslinghuis		
Wortel	Root	Racine	Wurzel			Use generally for rooms large in proportion to rooms for domestic functions, circulation, or storage; use also for the principal rooms of a Medieval house and for large central rooms in certain 19th- and 20th-century English and American houses.
Wortelstelsel	Root system	Racines	Wurzelwerk			Use generally for rooms large in proportion to rooms for domestic functions, circulation, or storage; use also for the principal rooms of a Medieval house and for large central rooms in certain 19th- and 20th-century English and American houses.
wrang	floor timber (V-shaped) 	varangue	Wrange 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Wrikriem	Scull	Godille	Riemen			
wulf	counter	contre-arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute d'arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	contre-arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	vôute	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	vôute d'arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	contre-arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute d'arcasse	Gilling	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute d' arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	counter	vôute d'arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	faintail	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	faintail	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	faintail	vôute d' arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	fantail	vôute d'arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	contre-arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute d' arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
wulf	vault	vôute d'arcasse	Gillung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Zaal	Best room	Salle	Saal	AAT/Haslinghuis		Use generally for rooms large in proportion to rooms for domestic functions, circulation, or storage; use also for the principal rooms of a Medieval house and for large central rooms in certain 19th- and 20th-century English and American houses.
Zaal	Hall	Salle	Saal	AAT/Haslinghuis		Use generally for rooms large in proportion to rooms for domestic functions, circulation, or storage; use also for the principal rooms of a Medieval house and for large central rooms in certain 19th- and 20th-century English and American houses.
zaathout	keelson 	carlingue	Kielschwein 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zachte kim	bilge 	bouchain	runde Kimm 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zandstrook	garboard strake 	galbord	Kielgang 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zeeg	sheer 	torture	Sprung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zeeg	sheer 	torture	Strack 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zeilbalk	mast beam 	barrot de mât	Mastbalken 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
zeilbank 	mast thwart	banc d’étambrai	Mastducht 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
